so, 3557
just, 3076
very, 2817
really, 2670
even, 1394
now, 1239
still, 1215
well, 1194
ever, 1118
too, 1073
also, 913
only, 912
then, 789
back, 716
much, 695
more, 650
far, 644
pretty, 608
again, 605
as, 599
always, 571
never, 491
definitely, 476
sometimes, 425
absolutely, 407
all, 368
however, 346
actually, 336
there, 326
already, 312
though, 290
yet, 281
here, 277
first, 271
long, 262
hard, 260
maybe, 251
overall, 249
almost, 236
highly, 217
most, 215
at, 201
honestly, 199
once, 193
soon, 191
instead, 189
out, 187
quite, 186
enough, 185
ago, 185
probably, 182
especially, 177
over, 177
anymore, 168
super, 164
otherwise, 160
else, 156
extremely, 153
kinda, 150
finally, 146
totally, 146
fast, 146
literally, 144
no, 142
completely, 140
right, 134
simply, 130
often, 129
forward, 126
easily, 125
before, 122
away, 119
about, 117
of, 111
constantly, 108
basically, 107
quickly, 104
rather, 102
perfectly, 97
truly, 97
around, 95
kind, 92
fine, 91
later, 90
twice, 90
way, 89
forever, 85
in, 84
properly, 83
unfortunately, 83
usually, 74
hopefully, 73
recently, 71
incredibly, 70
mostly, 66
seriously, 64
exactly, 63
together, 60
currently, 58
matter, 58
on, 57
online, 56
randomly, 56
accidentally, 55
anyway, 55
smoothly, 55
either, 54
nearly, 53
less, 52
that, 52
fully, 52
sadly, 49
everytime, 48
off, 47
slightly, 47
beautifully, 47
anywhere, 45
down, 44
surprisingly, 44
barely, 43
suddenly, 42
next, 42
up, 42
immediately, 40
eventually, 40
personally, 39
apart, 38
normally, 36
through, 35
fairly, 34
straight, 33
easy, 33
aside, 32
clearly, 30
early, 30
thus, 30
possibly, 30
poorly, 29
awhile, 29
amazingly, 28
somehow, 28
correctly, 28
obviously, 27
perhaps, 26
alone, 26
manually, 26
automatically, 26
frequently, 26
somewhat, 26
occasionally, 25
flawlessly, 25
nowhere, 24
thoroughly, 24
btw, 23
whatsoever, 23
damn, 23
anytime, 23
regularly, 23
apparently, 23
badly, 22
genuinely, 22
instantly, 22
nonetheless, 21
rarely, 21
initially, 21
close, 21
visually, 20
sort, 20
originally, 20
generally, 20
entirely, 20
sometime, 19
everywhere, 19
insanely, 19
directly, 19
sure, 19
ridiculously, 19
real, 19
previously, 17
asap, 17
regardless, 17
great, 17
certainly, 17
indeed, 17
slowly, 16
everyday, 16
mainly, 16
you, 16
relatively, 16
consistently, 16
least, 16
nicely, 15
hardly, 14
happily, 14
practically, 13
since, 13
overly, 13
outside, 13
strongly, 13
ahead, 13
gladly, 13
particularly, 13
differently, 12
plain, 12
😡, 12
therefore, 12
likely, 12
essentially, 12
specially, 12
greatly, 12
deeply, 12
daily, 11
late, 11
anyways, 11
deceptively, 11
specifically, 11
little, 11
utterly, 11
slow, 11
definetly, 11
strangely, 11
relly, 10
terribly, 10
last, 10
any, 10
repeatedly, 10
near, 10
after, 10
